Instance,Income
124759,19038.107874140744
124760,15448.330243260943
124761,22568.808900814896
124762,50254.94354967432
124763,59518.17594876223
124764,239354.93401758134
124765,332077.2888237144
124766,473513.6684758756
124767,22787.5172599465
124768,52776.1882179231
124769,41750.94361046995
124770,45187.299595224526
124771,121455.5621595867
124772,144025.96546752474
124773,183567.57460570015
124774,36709.92914322074
124775,84764.80888115727
124776,89297.74440952187
124777,53412.90814693671
124778,24173.68336613553
124779,183473.9190964557
124780,167590.13676747066
124781,53572.298295697925
124782,64312.675824587706
124783,21799.770528008194
124784,30160.9927515069
124785,95873.40158947179
124786,10842.360757520168
124787,121529.07600176046
124788,13552.742331653662
124789,288024.5705069434
124790,134506.83822914714
124791,251547.26806882326
124792,73147.82180292025
124793,7449.769007826652
124794,34380.608514151485
124795,68606.01776111985
124796,70500.05421324167
124797,30416.43860934733
124798,19934.44584837924
124799,12648.216236454165
124800,813569.1697285892
124801,369112.524773891
124802,83023.51885449895
124803,7272.923471972422
124804,110765.68333684234
124805,14530.779390752485
124806,63081.22684800102
124807,137405.04742954558
124808,267170.63581690216
124809,22245.646256718945
124810,59180.90317684946
124811,30091.103130208474
124812,38058.36115342296
124813,19131.489212411812
124814,32141.086932203252
124815,231252.82494611968
124816,59678.56411461717
124817,110822.35838453002
124818,33191.03869464582
124819,17501.079233951572
124820,98540.79675768613
124821,591832.7483025539
124822,166069.7052990225
124823,55776.23687558917
124824,161274.84275539633
124825,30184.565423223154
124826,179870.92553827056
124827,91781.21844942236
124828,175649.76362994272
124829,126030.54937549566
124830,26022.759815695612
124831,76732.58107950038
124832,163353.04003150892
124833,75943.93207419822
124834,121051.2994093136
124835,31295.117702044037
124836,25523.672665980885
124837,75393.5071129791
124838,207703.61967548783
124839,78045.47049376614
124840,58328.15533134613
124841,15260.976753148487
124842,12298.103486511633
124843,21464.78981863321
124844,35081.7679503391
124845,24572.471544668148
124846,28388.643212688694
124847,78530.87550684711
124848,35087.69253183742
124849,103704.60064385651
124850,140537.14117147378
124851,31647.226109482763
124852,283801.44439211296
124853,117849.06968001332
124854,366521.0738696592
124855,17328.551729102965
124856,375696.67548469896
124857,22223.9106426315
124858,31680.867906843923
124859,26778.55584634751
124860,12985.219348261782
124861,121280.93540121523
124862,42857.68093409846
124863,92090.30440175036
124864,70238.7720580591
124865,62020.07660025373
124866,205517.01753380263
124867,72664.04487613303
124868,55723.364112257615
124869,51524.89204237287
124870,916091.7398259799
124871,100034.81447647321
124872,47067.09857279646
124873,22807.418290624493
124874,21556.538094882802
124875,396673.8167945646
124876,93718.08527008531
124877,501684.9182278195
124878,16607.467739239306
124879,16418.26857712008
124880,40815.29447620218
124881,56978.52521770013
124882,30425.45980103338
124883,279667.14938624465
124884,109650.5071805337
124885,107909.12594952858
124886,20994.554075688076
124887,40894.597511241904
124888,21469.919067955365
124889,42508.98157812358
124890,190865.94784586775
124891,52068.314388241444
124892,76217.63121995171
124893,105827.14356063696
124894,60550.3254948024
124895,14598.445261356666
124896,75017.15781753846
124897,17988.34863860157
124898,7554.556948209171
124899,50138.95281004165
124900,125198.93936279854
124901,42082.38438486695
124902,55580.68619585313
124903,74165.99494247611
124904,626857.3905221866
124905,17508.915430557867
124906,54435.05437278451
124907,18172.227571568277
124908,285866.2532352408
124909,31326.75477352674
124910,24835.948967416673
124911,89072.26020796393
124912,21833.373936860164
124913,95864.91284411309
124914,276255.3775023023
124915,32816.115008892506
124916,98635.71395959379
124917,88341.62180851742
124918,225444.93787224224
124919,69258.514785621
124920,46773.25584981131
124921,182238.89239704396
124922,100627.91750102874
124923,79528.72120528574
124924,84434.65512100742
124925,96424.9707354315
124926,163129.1717129133
124927,71702.40488363778
124928,157233.67264098476
124929,55779.3418414372
124930,172880.8745857163
124931,273613.29254147445
124932,241106.57044845173
124933,46555.05666666627
124934,21630.75329873974
124935,330364.6430323073
124936,732614.4940888302
124937,106921.05012945685
124938,20273.950090252885
124939,194393.69613000946
124940,83791.77032011843
124941,9724.63755249503
124942,197568.73383773287
124943,14447.724578435997
124944,475221.2796915321
124945,25175.3636523772
124946,54847.37341993202
124947,48568.15045284051
124948,116185.43242344685
124949,79271.31575990138
124950,21303.768051031777
124951,155266.66972765757
124952,17573.402288295478
124953,43774.19373399638
124954,237678.05860539744
124955,72714.81533696239
124956,18694.40355011895
124957,238265.38377351392
124958,80513.0402962545
124959,35096.7866775276
124960,15277.612725741079
124961,27905.163778926577
124962,14410.979250129429
124963,21851.102011909377
124964,23751.47582262318
124965,132254.55355627602
124966,25669.962878075385
124967,22036.23695410355
124968,58016.51508886639
124969,395124.90288670914
124970,157089.50595213298
124971,218229.47512831146
124972,18682.670954139467
124973,96948.80149654647
124974,602330.4417533108
124975,31041.604026709094
124976,82029.78533489119
124977,30337.034537387153
124978,21393.734859797656
124979,17579.221838526853
124980,18623.49658779455
124981,474943.7705318663
124982,130105.22317355679
124983,46239.04572654894
124984,27485.43616191492
124985,311119.5026818095
124986,89818.02053453575
124987,218139.67200619835
124988,198994.60505657684
124989,32900.74438477846
124990,187554.57504066112
124991,159868.1252015649
124992,165834.5564770288
124993,35030.314583108004
124994,927420.5470345732
124995,57309.90615704907
124996,66550.35285861198
124997,7947.914667821435
124998,14280.908743819
124999,51604.77365943307
125000,73809.89517142858
125001,101503.22014811519
125002,35467.702661070965
125003,194683.79858668748
125004,26991.422887153516
125005,155140.20552042685
125006,639229.3799159931
125007,23973.98763343777
125008,35239.704303640676
125009,49829.52625270091
125010,88933.01333481848
125011,28515.62079576449
125012,36021.764137733415
125013,207609.7637629792
125014,182732.93702686508
125015,10663.300064544042
125016,134488.13030662507
125017,14698.303351742496
125018,41354.396752736764
125019,50071.100890387264
125020,33017.460355540105
125021,25868.32263386655
125022,28896.541345159258
125023,11571.863311249272
125024,32989.36078679933
125025,27530.376382478687
125026,104256.95889552186
125027,88498.1174072481
125028,88299.34450407336
125029,484334.74415102607
125030,8932.1120384126
125031,207831.9134747165
125032,69798.95705566344
125033,36496.19190143002
125034,58612.779991987736
125035,75777.29933982447
125036,171836.92042095994
125037,288519.65774891386
125038,22681.174552191434
125039,33401.26638338347
125040,33750.171814899055
125041,188867.90432084416
125042,111764.01979195916
125043,347325.2089414781
125044,83932.81498553202
125045,117975.84752953294
125046,20319.829517405735
125047,33256.082579951675
125048,30171.640382042562
125049,137347.57728452794
125050,51248.34032524994
125051,11902.753956879978
125052,41722.45103925098
125053,320272.17620704015
125054,13466.83374923971
125055,105009.00261353223
125056,14056.431402573506
125057,841301.8292210595
125058,41158.95541130968
125059,75636.78485522151
125060,76263.88662535732
125061,29533.751625900866
125062,110794.2386780904
125063,109023.68344207849
125064,268174.0881295099
125065,135787.92081961612
125066,130343.44687558692
125067,28488.520980380665
125068,18652.9370407102
125069,214466.36948145684
125070,18449.2970277475
125071,76069.70835844691
125072,43763.349510622254
125073,93663.93847282426
125074,196681.09712719312
125075,37161.44941742578
125076,10120.379986894355
125077,60072.254804520315
125078,32748.51574448723
125079,34408.320220673006
125080,89193.43260384181
125081,216641.0981819124
125082,66917.75945141588
125083,34410.57289951601
125084,51572.989309562865
125085,63240.42918611512
125086,16873.417882672882
125087,144017.3850399373
125088,18275.9239402485
125089,47083.15340240464
125090,59450.61335263293
125091,60152.683768533425
125092,65673.9522221704
125093,22607.729286026086
125094,28027.86386545523
125095,67550.27631535659
125096,26171.79099175357
125097,46295.340107212825
125098,32958.29823527111
125099,29371.244986510203
125100,192885.46599131983
125101,21507.529681250788
125102,38473.21175996442
125103,25832.89613288319
125104,63351.42988708166
125105,38033.08785899882
125106,81155.65307118259
125107,23622.754292849204
125108,27962.30587502885
125109,18083.984504053784
125110,70267.16182805109
125111,68959.66433705672
125112,119105.17277014213
125113,30383.958351996625
125114,9569.892217627414
125115,343416.4582023314
125116,49244.84484093483
125117,26350.82092011618
125118,38938.822672628245
125119,86576.86031279096
125120,23267.432964267748
125121,38971.82923589362
125122,71112.21047289752
125123,134366.53540791804
125124,14012.912169577385
125125,75031.35869622423
125126,84525.13610640337
125127,19132.96362872329
125128,136179.6986467762
125129,8451.72563465252
125130,17093.66126777401
125131,186677.08000352158
125132,244273.88565618644
125133,12471.429981351283
125134,173830.13746891054
125135,91759.66674071949
125136,123498.63059407132
125137,452143.8610799566
125138,16512.151180283905
125139,43383.65122175392
125140,12593.383743137154
125141,48946.858238520865
125142,21317.77148024077
125143,214365.0556248701
125144,29818.29271627122
125145,45682.00368277769
125146,73477.72009467655
125147,20716.02608663641
125148,328361.5789664827
125149,33573.76757869986
125150,28981.090592231718
125151,17015.62893695915
125152,75525.26623531197
125153,24954.968604987076
125154,90545.04468593324
125155,208230.0064753528
125156,22592.638206943586
125157,74522.4608783512
125158,279665.42909797037
125159,40248.5195488455
125160,51190.883918893785
125161,13443.952072541735
125162,199760.30413652287
125163,185769.11785597287
125164,57765.305014350175
125165,615474.8809831829
125166,356372.8837741776
125167,64678.338937914814
125168,78621.26644755983
125169,98460.90282138325
125170,59986.51866999892
125171,33773.64243836762
125172,37130.284676675634
125173,49963.05872199202
125174,55398.73727165941
125175,68258.63980840977
125176,70589.87082245703
125177,20568.75570451784
125178,247831.51316324683
125179,38624.14245221176
125180,42346.555706175466
125181,17605.19452114931
125182,9126.320268501973
125183,429135.09057197726
125184,35661.13325935838
125185,103218.88241146404
125186,7886.713144261302
125187,546397.0564868893
125188,31151.160926389715
125189,9950.123211743903
125190,61208.29185790176
125191,41406.37347026025
125192,12703.813784775066
125193,64181.39058384238
125194,46502.50987561759
125195,186949.4493665164
125196,118151.2530363842
125197,36180.4174719142
125198,85409.6955865083
125199,134866.2862862717
125200,178059.65799336354
125201,112280.74129267735
125202,74670.23199128718
125203,98861.73637846629
125204,54588.72871611711
125205,51192.17782673323
125206,80503.64589819433
125207,39688.52626650517
125208,307872.3674579686
125209,83570.70803997121
125210,159894.0640093667
125211,208628.60175228733
125212,194693.46322858112
125213,5943.986238476055
125214,33432.412505474094
125215,12340.619261534526
125216,35242.0271409611
125217,262327.64933414554
125218,149872.2615587473
125219,31606.288374161497
125220,176179.1853486682
125221,179724.1911699406
125222,13243.92514003052
125223,46717.42988408426
125224,29374.83302085969
125225,42500.85334168041
125226,203713.8830206886
125227,13559.39773776374
125228,253074.3135796312
125229,555533.7608214825
125230,11203.927702933197
125231,12317.669848675534
125232,88589.16712247934
125233,82966.38349174737
125234,30927.45758486619
125235,41644.24475332037
125236,36605.374715858714
125237,37133.35797764757
125238,353396.6199217181
125239,543052.5095563834
125240,45152.625119398755
125241,25456.149850642625
125242,15595.868919368064
125243,33434.89876052591
125244,59769.1287294497
125245,47336.55235156463
125246,56227.82934688011
125247,66059.37596348066
125248,36620.60546172013
125249,188524.59879435235
125250,82242.376956797
125251,23470.581501839377
125252,93468.42248742399
125253,58717.81007088568
125254,378900.99341790355
125255,28816.31250190442
125256,97928.24124554773
125257,102253.68943238816
125258,31563.667392837582
125259,16988.17740478424
125260,145351.46649106327
125261,264967.41926493956
125262,27319.92561748903
125263,47571.11146506715
125264,197567.82516962473
125265,25878.954362457313
125266,145879.55979904783
125267,8860.005054503728
125268,96842.55526577328
125269,44710.73146474258
125270,394878.8638794079
125271,94005.54622313796
125272,37295.041473335215
125273,344733.84364444023
125274,29499.332767944186
125275,50504.076087918904
125276,25051.656656186573
125277,32391.80776552393
125278,17762.859451687826
125279,61544.821198987855
125280,42434.94887603156
125281,16945.028733294206
125282,62496.319359589135
125283,82829.21791190223
125284,281370.8099151021
125285,52648.317494895426
125286,355231.81021280657
125287,27488.700451113968
125288,697456.4726829333
125289,153482.7406718768
125290,244936.2220852787
125291,246102.15669307433
125292,49109.55782577351
125293,22169.348946239534
125294,14306.892881121736
125295,31259.68790735256
125296,54277.52499360482
125297,48770.20637149592
125298,152839.0471273174
125299,65645.93158692999
125300,335441.6292650978
125301,18342.757150477108
125302,30583.11924596061
125303,24953.86214585161
125304,21874.829603409948
125305,39092.94413667138
125306,104182.44584625392
125307,115767.09428827939
125308,131571.56994255478
125309,40282.796723661224
125310,23129.23281841447
125311,21708.678642854262
125312,27988.326834888274
125313,272478.09907927754
125314,24246.81363853862
125315,5165.243230875276
125316,147710.06785463693
125317,96560.54468563368
125318,36956.662042702876
125319,14000.029838553013
125320,94326.2110703663
125321,70202.62576458637
125322,119596.61217572683
125323,30244.933073214474
125324,17226.88541834858
125325,109361.81182200441
125326,19256.79132608389
125327,69507.75403314758
125328,52617.541095276436
125329,46370.70720995818
125330,43649.086747668756
125331,47855.05593086454
125332,49054.39726760396
125333,7709.475112011216
125334,14433.444093446436
125335,115656.92078931375
125336,90421.26704087322
125337,116008.85639683672
125338,231215.84738634108
125339,184963.0321717238
125340,47506.74654172003
125341,18522.838009939303
125342,297605.7492024254
125343,134314.83507252697
125344,12728.302716456701
125345,460038.55242890416
125346,29628.358852998226
125347,31904.218919245654
125348,669918.202694117
125349,23028.724565001077
125350,159332.9970839017
125351,93574.16156687561
125352,120285.49246723176
125353,26110.940799214695
125354,88560.82052908475
125355,38315.46408271879
125356,31020.729048584617
125357,67878.94670575448
125358,165218.48487183233
125359,21943.298539532727
125360,17286.26161367222
125361,838101.9826631045
125362,168390.64171563805
125363,75627.99159750916
125364,26557.777460381407
125365,109369.60546221482
125366,118170.0630937354
125367,190230.07180261484
125368,14471.98645769147
125369,31530.92707151201
125370,229952.548336744
125371,66347.28802255639
125372,91838.66325613951
125373,285881.1400776295
125374,15413.047160769735
125375,11973.443415325544
125376,258886.79891531475
125377,47701.60108120736
125378,63049.68585670322
125379,155357.540655581
125380,37309.89500513913
125381,442027.04032693064
125382,16949.03895249294
125383,134528.5141518555
125384,62389.76578043547
125385,105257.0002078785
125386,130586.09099737895
125387,84483.8997461751
125388,274551.85354240716
125389,33926.879427373875
125390,48385.829946539096
125391,30575.18209586902
125392,45873.14436235157
125393,113474.67088527144
125394,47739.759104970195
125395,175055.9802027376
125396,93713.86993419757
125397,82047.41493708034
125398,275419.1240026892
125399,146973.84283152912
125400,37089.6467856573
125401,23710.238514309967
125402,149085.787671697
125403,46514.74991905732
125404,65040.36960187261
125405,348442.58290921553
125406,69558.0397976785
125407,119853.06585696155
125408,62636.06460787184
125409,19002.614704277566
125410,64751.647914202935
125411,161208.2315770944
125412,14495.86805618485
125413,81614.77280165743
125414,62635.66348215929
125415,55213.47850966721
125416,75564.94618044143
125417,109327.68168136342
125418,332487.3807734323
125419,115871.33165630556
125420,20647.140948091823
125421,99576.19139616274
125422,195585.859535817
125423,131520.34812498168
125424,15216.284470656017
125425,15329.773270230624
125426,60977.929112909835
125427,48392.759533182194
125428,7249.095733888513
125429,54455.078185670674
125430,479706.0364898703
125431,20494.067585482888
125432,34916.56647861586
125433,83078.7270825945
125434,17178.351578455535
125435,19398.802104306862
125436,28576.472415701046
125437,37712.05879643003
125438,29528.121173486867
125439,142618.70984946273
125440,46445.19882722196
125441,9889.39495965602
125442,84175.29120971133
125443,27865.885697744216
125444,170149.8793705054
125445,26484.745432181244
125446,41391.9835547256
125447,79769.27966124748
125448,59022.32709280809
125449,51565.91793147352
125450,248009.7827701484
125451,136957.7027925928
125452,49677.39242224938
125453,27434.183831897328
125454,59335.83467325292
125455,291085.5939697782
125456,17423.4042940607
125457,30327.55422591067
125458,195145.35610767416
125459,63208.62795502476
125460,21884.64471779195
125461,22824.555938288613
125462,102064.89483602296
125463,21809.326198016162
125464,19489.827449014865
125465,52378.06047171894
125466,40092.992181347574
125467,58705.200197502505
125468,66052.96868716647
125469,98567.8351763886
125470,87967.83640666302
125471,35203.32938592324
125472,12307.210018256163
125473,17545.96984465292
125474,296065.618364163
125475,175335.7771457781
125476,51120.5591372232
125477,71415.90338042841
125478,27070.462277121558
125479,401879.8692445845
125480,103747.97147095685
125481,20357.88810887507
125482,38192.20693577647
125483,42561.75702115015
125484,46521.93338703801
125485,32288.33046664149
125486,36662.94123636639
125487,63697.94228123469
125488,54789.410813258364
125489,21506.13847785837
125490,89660.99127932213
125491,166627.889439874
125492,334141.2572157985
125493,27364.011374532696
125494,58963.574672497896
125495,114510.65514435575
125496,201005.1675156094
125497,115687.80071437056
125498,314615.6184927154
125499,49938.97135581346
125500,108110.28628227494
125501,30596.896121608595
125502,30077.834684310907
125503,393236.3079780429
125504,26896.438810799988
125505,16437.853816383275
125506,96846.59560058666
125507,85045.40614616903
125508,92416.22965717726
125509,49353.08071620757
125510,471977.4233164099
125511,36434.5889936041
125512,30624.22318580422
125513,67753.47800427495
125514,46143.92836079447
125515,18413.35635996082
125516,28851.472875825762
125517,60138.74704795733
125518,33780.080941329645
125519,19368.482567003564
125520,114727.2405590777
125521,50001.65806795941
125522,54168.274713535626
125523,313237.88683588925
125524,101399.3014277013
125525,78879.52644463922
125526,14487.304690504398
125527,61124.72483112724
125528,131788.91494672766
125529,40430.19333169638
125530,91246.80898594127
125531,140911.99183347324
125532,127920.59383559164
125533,35575.0382180696
125534,19739.43575148408
125535,263181.118457716
125536,152933.3132860908
125537,30822.408098391334
125538,581909.6613833249
125539,34150.34767369118
125540,55309.17659623709
125541,397915.18433932314
125542,308707.25641727645
125543,156875.8765722791
125544,27848.065994147983
125545,153410.20133425796
125546,138111.35903599823
125547,207105.60045637167
125548,109008.47001058249
125549,30687.934323594887
125550,28152.582140429142
125551,292264.9578472463
125552,15573.082204615497
125553,138874.514290645
125554,163783.4169743736
125555,222123.6024068234
125556,141179.11300941254
125557,58841.98215049795
125558,310050.58371048863
125559,137076.62591458057
125560,15996.107222902148
125561,17093.560825193697
125562,26783.793170493936
125563,45941.48782315714
125564,43222.33679541073
125565,98644.2807909174
125566,214643.0887130586
125567,29928.22507536471
125568,18065.245742810646
125569,722646.4832064688
125570,31572.23491835638
125571,122264.13177791961
125572,1264088.864695356
125573,37023.3538620842
125574,74542.3691882494
125575,25487.717177475297
125576,169960.4113116138
125577,130708.2177487613
125578,83219.58963637754
125579,16949.24836414902
125580,45104.64419629871
125581,184913.80002314816
125582,248600.43372451953
125583,44930.11611596681
125584,91278.12302175259
125585,43491.02276733748
125586,308765.7859162102
125587,23153.31850970913
125588,76107.39255329978
125589,109992.69372241375
125590,45901.08897129806
125591,7908.944029053188
125592,173602.2479519735
125593,14619.105517725453
125594,42121.38039894749
125595,25627.51962630482
125596,221280.35631150665
125597,147904.23110490027
125598,30274.016831289635
125599,93637.15585661943
125600,29491.468576790667
125601,24062.39631665224
125602,40707.33812543693
125603,23006.082963099394
125604,84168.13230590394
125605,36785.69569056589
125606,99117.09763405507
125607,26143.192313839627
125608,69578.04021503947
125609,70908.94715864892
125610,11683.40826415825
125611,14313.496198741146
125612,66552.89311431888
125613,159880.7000738314
125614,90708.24333664983
125615,28418.31864272021
125616,54906.73845858113
125617,16036.982096849066
125618,24281.717073129756
125619,120994.02609319027
125620,43316.57502286669
125621,55393.65120798592
125622,28490.59864060471
125623,31810.596598397915
125624,57000.370919751236
125625,197370.9505971694
125626,63213.29772588772
125627,38416.7696528758
125628,33643.14121393923
125629,126011.06135835689
125630,16079.435327755284
125631,37833.802308023805
125632,19918.056499906983
125633,121222.16199492737
125634,83039.4723458267
125635,185758.1415959077
125636,188541.68273509073
125637,45593.67822259643
125638,55569.859561745616
125639,348264.9054552888
125640,23441.36928563692
125641,157640.4256227312
125642,38657.37210525454
125643,34630.40829334305
125644,50163.99422100207
125645,34932.70151628461
125646,27475.283775191518
125647,56094.2626878323
125648,56024.146086126086
125649,66937.80518797028
125650,37963.361401783724
125651,21462.916482762455
125652,120527.50529628684
125653,69686.54810021193
125654,21888.853110294058
125655,109522.55742946573
125656,41744.19324967077
125657,223648.38673515985
125658,84041.23611809227
125659,20963.81237111571
125660,28264.7729976788
125661,88389.8360477043
125662,90486.69027220846
125663,359083.7298313098
125664,49425.57515654172
125665,5152.582146191758
125666,85072.99285390408
125667,26633.799138008377
125668,98592.57728043557
125669,998892.2524416144
125670,17783.865945271587
125671,44228.60280977766
125672,24348.591480513413
125673,36184.77634779661
125674,107403.23506930094
125675,193695.89267272167
125676,2834.7312871578365
125677,41450.96952664862
125678,21346.53213948345
125679,23281.491364309597
125680,18963.55526346049
125681,72343.73965144706
125682,25778.720569117922
125683,12886.445598034014
125684,205732.82278746823
125685,234645.6052621495
125686,455848.75334608724
125687,112078.78561969627
125688,228472.7168741765
125689,151622.81656570913
125690,663453.5118024047
125691,88336.59196129529
125692,30957.40804903724
125693,60014.35185763602
125694,95368.20421008844
125695,179234.25954308393
125696,23334.241058143758
125697,9724.091869634647
125698,11163.871841192124
125699,54802.181250299975
125700,43975.75230801015
125701,127490.5739690276
125702,43669.05887064646
125703,25382.505292226895
125704,163724.81790940894
125705,21601.00076147785
125706,85640.7707754531
125707,42761.66397625625
125708,71515.7247207552
125709,66102.1208663053
125710,6929.101654785643
125711,100356.58707126322
125712,82223.73998684535
125713,52237.03228597304
125714,37029.03774146092
125715,53430.737533451706
125716,108621.87112504944
125717,30969.292449155928
125718,15490.704508938787
125719,34420.16305612085
125720,434348.22614303365
125721,21047.692811456727
125722,325040.714108898
125723,18028.050338216148
125724,97165.5495016515
125725,440401.1361776839
125726,12907.549724390774
125727,127028.87944297324
125728,85387.96598331523
125729,39295.22671770523
125730,43232.88949077191
125731,145912.34082674785
125732,32350.3794401378
125733,72887.94407187961
125734,1522491.0022819848
125735,170502.4481755656
125736,26979.377005794588
125737,29577.731575026446
125738,23670.962029916653
125739,21922.64749672316
125740,26143.411496118457
125741,116407.8911815496
125742,30879.352333538325
125743,86669.56241635433
125744,56072.42132170615
125745,211105.6827235806
125746,104338.83369093233
125747,19313.698950193426
125748,25631.83704929544
125749,98608.40862996483
125750,18903.096572427938
125751,171062.36422715973
125752,326625.7701605617
125753,20272.363281239905
125754,185922.8527214706
125755,32801.6800044008
125756,79069.65617781992
125757,27907.938288151883
125758,33949.961639795314
125759,61511.77898927383
125760,24484.90289925822
125761,85906.65398741131
125762,50340.76359247246
125763,401341.7382686014
125764,117560.69574412661
125765,29430.154069335033
125766,66789.88549096722
125767,18815.829939221978
125768,85384.43876994596
125769,40242.886770157675
125770,331130.24027521285
125771,35719.180018328174
125772,23607.40292028394
125773,54752.54258587212
125774,6881.275793464185
125775,37540.964214212414
125776,111856.4515158194
125777,17995.077144944065
125778,441808.66665770544
125779,176190.59507120738
125780,115661.92524313682
125781,72618.55457277004
125782,12497.420032608481
125783,22309.66168536762
125784,78024.3730769747
125785,239019.1065498608
125786,242300.7429360136
125787,398479.4583667291
125788,135203.72979121137
125789,115697.27047957073
125790,103658.29136371666
125791,42425.65166349042
125792,17407.040799263108
125793,66129.18422321869
125794,261218.80522572555
125795,182559.622638124
125796,17214.151009931167
125797,71794.00820586755
125798,28820.650197750318
125799,123758.74142434384
125800,84400.3770347241
125801,104116.94226296563
125802,56366.15464688927
125803,47812.83577242733
125804,37972.208738431684
125805,16272.78223904835
125806,224392.46290392152
125807,126109.76491462157
125808,38760.509980704366
125809,7918.43211788219
125810,119186.95489419656
125811,28994.428304431018
125812,197812.42650039468
125813,114261.06785631653
125814,124597.12499660044
125815,15840.783039225464
125816,20261.490951455256
125817,12530.595718327642
125818,478641.4850795177
125819,117317.66165457174
125820,51352.943422270604
125821,116641.32562494281
125822,100363.38985298584
125823,42125.456375053414
125824,92064.2009725859
125825,243622.9081778197
125826,341199.1003841122
125827,49148.24433884711
125828,47138.23823529205
125829,62975.84913405479
125830,200514.27916445103
125831,221423.5414831734
125832,24701.619754000367
125833,21208.828768240364
125834,66026.96298740797
125835,23486.75707622406
125836,70511.25346225275
125837,159155.05950463415
125838,101351.30233026111
125839,28830.05938592617
125840,94216.77059745596
125841,30941.351219763827
125842,73614.15844164774
125843,57542.21828047869
125844,296814.91360633506
125845,164576.9956748474
125846,62013.315313014275
125847,232200.8696234142
125848,17354.021249385907
125849,26736.273494764497
125850,13865.9972524006
125851,21860.533737691854
125852,38599.352251671204
125853,122703.63654336774
125854,43897.66597168763
125855,61781.069413891986
125856,38580.551703300145
125857,52308.46036633813
125858,48201.46548718445
125859,639782.5746221961
125860,180474.5637482432
125861,114908.87895729588
125862,40800.50400876898
125863,69801.2127332516
125864,199187.61688609797
125865,540311.0896756436
125866,55579.90509276285
125867,16657.883834164255
125868,44978.631282474635
125869,29589.49761998297
125870,33843.315422811385
125871,159891.5225685117
125872,41894.8491683882
125873,25330.361272606042
125874,25307.082474763887
125875,24631.16853157202
125876,32944.76193443669
125877,48951.2053295071
125878,110482.4377089266
125879,55350.74781135467
125880,70869.84172257861
125881,256963.81485446478
125882,16430.46233236211
125883,19588.43840974079
125884,12702.496660014816
125885,253090.75029941657
125886,83065.81046409441
125887,65069.23951581372
125888,20482.929361877243
125889,10956.545200314704
125890,849830.0946409969
125891,79094.08612263919
125892,37821.14186247405
125893,40991.29502294483
125894,22432.814740006736
125895,67211.31260744779
125896,28259.737612302266
125897,60611.188822654236
125898,39212.838811666654
125899,34969.237986980756
125900,14724.63111518219
125901,13983.977679712401
125902,24396.372024292104
125903,13912.686194791922
125904,167127.6453133107
125905,10615.817134803336
125906,224095.51547560046
125907,62056.707102436376
125908,76192.00505665156
125909,60372.67349745056
125910,13724.201313221789
125911,135621.51533638377
125912,40618.78572892707
125913,88944.68438148555
125914,81909.07254362055
125915,24111.494142183983
125916,46689.92511107969
125917,63571.01122115648
125918,143870.14130821757
125919,19082.134460479145
125920,21045.28076823248
125921,68260.45634101336
125922,26715.202805042576
125923,38140.245022392315
125924,19926.031426513153
125925,100973.7829743877
125926,339774.067240701
125927,70090.11451419831
125928,176273.25753057853
125929,17570.767230559806
125930,94895.24980826335
125931,61935.964250650024
125932,42293.766435857666
125933,432986.1061514985
125934,107692.1333979494
125935,457751.5315241602
125936,11810.993427494957
125937,669272.5024522127
125938,53233.231852462915
125939,35901.76468513162
125940,154729.65617793903
125941,35901.000838070635
125942,14940.270903937579
125943,19615.51892555219
125944,26186.378679521073
125945,162530.1995847126
125946,44738.35285660273
125947,40537.08091570445
125948,170396.76000770234
125949,130384.27839342353
125950,56564.144080890735
125951,47508.11395017452
125952,117798.08607112344
125953,35583.26147675122
125954,14111.024832901317
125955,21398.3378655909
125956,115334.92481133835
125957,15828.250879570616
125958,280538.13325619634
125959,39125.729587479174
125960,223614.20705486782
125961,40585.577238221005
125962,9350.867834355206
125963,95710.67537550896
125964,22257.89591433993
125965,568913.860241604
125966,311125.086918302
125967,6530.385678467051
125968,19627.599798014755
125969,170886.39136888235
125970,90060.0070201315
125971,144015.52475577308
125972,18520.96258099552
125973,37166.92066804855
125974,265938.15739754395
125975,39041.70163688569
125976,666629.519678304
125977,33054.74140928307
125978,28751.484502105926
125979,50886.23552884838
125980,18389.94674624203
125981,39411.70328933262
125982,14336.736634039511
125983,152645.2370936715
125984,42961.90990231101
125985,81157.84801292139
125986,89709.47919768884
125987,74022.55539315811
125988,43429.597841268165
125989,62964.45639061418
125990,68235.30725232116
125991,60367.73134491895
125992,35407.70961474131
125993,20662.76398577819
125994,19292.104708042076
125995,57408.537196279656
125996,50326.821424695605
125997,100208.94937059567
125998,101359.87053641834
125999,75434.26314022088
126000,13512.546108833676
126001,52749.4124227718
126002,283428.6323411639
126003,48063.69421713595
126004,210107.70412681936
126005,94182.5425757594
126006,244468.65841515022
126007,64747.047134884444
126008,48650.65848398106
126009,54309.879500087045
126010,134947.3568122365
126011,53752.66221460817
126012,33745.520595809074
126013,30301.06655461727
126014,166338.76698980192
126015,76738.4612422611
126016,22151.272136100444
126017,164717.09050621098
126018,16145.162179724473
126019,112688.39343492471
126020,33787.720688179994
126021,17984.419517795573
126022,108779.76876686241
126023,16085.929363808415
126024,199881.4619484451
126025,189776.37802640218
126026,21032.51359223329
126027,98853.0416326128
126028,38271.0943010387
126029,16329.045272407975
126030,71609.55507652974
126031,138013.55559096485
